body,sarcasm
"You ask others for their opinion, and then refuse to listen when it's offered.   The truth is that you don't see the analogy as valid.   We do.   We see a situation where, like blacks before, people disapprove of a group of people and want to segregate one group from the other.   Sometimes, they refuse to offer any alternative.   Sometimes, they offer a separate alternative.   That argument cuts both ways.   The question comes up regarding what's YOUR beef on the issue?   Why are you so insistent on maintaining two separate groups?   Is it because you want to reserve marriage as ""prestigous"" whereby gays are kept out?   Under interracial marriage, no black person was prohibited from marrying either.   Should people have been satisfied with interracial couples being classified as ""civil unions""?   Today, we recognize that racism is wrong.   Yet some people still persist with homophobia. They fail to have a historical context on the real meaning of the methodology they recommend.   Frankly, that's like saying ""You can't be Jewish, but you can pick any sect of Christianity you want to. You can't wear a star of david, but you can wear a cross.   So that's *equal*""...   You're saying we can marry HETEROSEXUALLY, so HOMOSEXUALS must pretend that's equal???   Makes no sense...   If I call somebody ""male"", that restricts no rights from them.   It doesn't require they go to a separate place to get their rights.   And quite frankly, insisting on keeping one definition FOR A RIGHT (at the exclusion of gays) is ""satisfying the ego"" of the homophobic group.   ""attack on the definition of marriage""?   Why is it an ""attack"" to include gay couples in as married?   Would it be an ""attack"" on something for blacks to not have to be segregated from whites?",1
"You are like, so totally noble and sensitive! I really admire your pro-humanity stance. That is going out on limb.",1
"Less than a playstation, of course!",1
Is the little baby upset? Too bad.,1
Read what i actually wrote for a change Yank.,1
And I suppose they are also responsible for the evolution of utterly insane mental cases such as yourself? And for electing GBII. And for Saddam Hussein. And for the drought in the South currently. And for cancer and AIDS. And heck why stop there why not for the Devil himself. All those sodomites must have become the original demons in hell I suppose.,1
"and where did they find the participants for this study, bath houses and bars? Gay men are a hidden population in statistical relms. It is very hard to get a true random sample of data on gay men. Studies will say whatever the funder of the study wants it to say. You just get data from the right place. If you want gay men to look like raging alcoholics get your study participants in a bar. If you want them to look like sexaholics then you get your study subjects in bathouses. The truth is that to have honest statistical data you need RANDOM SAMPLES.",1
"Even the ones that are destined to go extinct without producing any ""daughter"" species? Apeart from that quibble though, you are right. But don't tell the creationsts; it'll only confuse them",1
So in other words your God put you on Earth to stop people from killing so your God could kill them eventually?,1
Here's a novel idea - how about the right gives up the abstinence programmes (scientifically unproven) and improves access to and information on b/c to stop women having UPPs in the first place? Just a thought.,1
"How extraordinary that Catholic theologians understand the Old Testament better than the folks who wrote it because they ""have more books to understand that passage.""   Yeah, there has been a lot of Catholic blather written to obfuscate the Bible.",1
"Oh, I dunno guys... I think I've been saved.   *sings* ""I've been redeemed, by the blood of the lamb..."" ummm... barbequed lamb.... rare... yumm....   I'm wondering, Benjamin, if you would trade some photos of the Holy Pink Bunny for the shroud of Turin?",1
"Personally, I believe that god doesn't exist, and I have a link, too!   By the way, sorry for all the links, but I have found that since creationism has been so well refuted elsewhere, I don't have to do too much work. It also helps that I'm presenting evidence, right?",1
"Or, given that this is about feasts, a waist is a terrible thing to mind.",1
Cars don't breed. Or didn't you know that?,1
"Well, you have proven yoruself to be a man with no brain, that is for sure.   The definition that was given was the one that scientists use, not the layperson.",1
That is your belief. You've no evidence provided other than it is just your belief.,1
And creationism was investigated and explored completely and shown to be false.,1
"And yet you seem to feel we should leave these issues to the government, which has done nothing but corporate takeovers in regard to banks, automotive industries, and now health care.",1
"I think this is pretty much common sense. I think some study is in order, though. Everybody....put a sign in your window that says ""This is a gun free home"" and we will see if the incidents of robberies goes up among group memebers.",1
"You know why. Because they want you to stop posting. Most of them want to rant, and they don't want their rants challanged. It's typical of the whole evolutionary community, I'm afraid. Obvious_child and I are exploring this up in the ""numbers"" thread.",1
"Oh dear. Have you ever looked at a human spine? It is curved: it's bent. A straight spine is a knackered spine. As to the hands bit, what are you on about? You are aware I hope that the story that the nosey elephant got it's trunk because a crocodile grabbed the end and stretched it is just a story?",1
No Christian sin??? Other then the intent to kill and then doing so,1
"**   The ""methodology"" of science is not materialism/mechanism/darwinism, but simply empiricism leading inductively/abductively to hypotheses regarding regularities in causation in nature that can be tested via the predictive experimentation of the scientific method. Neither empiricism or the epistemological process of the scientific method are the exclusive property of materialism/mechanism, nor did they originate from within that metaphysic, despite the beliefs of materialist/mechanists to that effect.   Unfortunately, some 150 years ago, that methodology was set aside, and has remained out of sight, with regard to the hypothesis that is generally referred to as 'darwinism'.",1
"FDR saved this country? If I recall, it was in 1933 that, because of a combination of weakened capital situations from Reconstruction Finance Corporation loans which published lists of the loan takers, and a nation-wide banking holiday, banks around the country went through a new wave of demise, dropping the D/C and D/R ratios so sharply that, in one month alone, the money stock (M2) fell a whopping 4 1/2%.   Wasnt it under FDR that the NIRA codes, and, after 1935, the NLRA, enacted minimum wages, driving up nominal wages and thus unemployment?   Wasnt it during FDR administration that the reserve ratio was *doubled*, sending us back into another recession starting 1937?   The only thing FDR ""saved"" was the depression for a couple more years.   -GFA",1
You make the supposition that before the NRA got to a politician that he/she was in a state of purity before.   Q: How can you tell when a politican is telling a lie?   A: When their lips move.,1
"OMG Brady, he betrayed HIS PEOPLE? and I thought WE THE PEOPLE were his people.",1
Here's a link for you: Two Eyes   Fish   Amphibians   Reptiles   Birds   Mammals   Coincidence?   Limited Imagination?   Interrelation?,1
"I love this line. I assume by ""harm"" you mean an actual physical harm or some kind or another (physical in this case includes loss of items). So this would cut our laws in half. Walk around naked? No big deal! Have sex on the street why doing cocaine...go for it! Drunk in public? Who cares!   The list can go on forever.",1
"Way to support your controversial assertion, Bell.",1
"Maybe what they're saying is ""Grow some balls and practice civil disobedience by violating anti-Constitutional Laws that threaten your safety.",1
"Milesian Race vs Anglo-Saxon race. They just happen to be Protestants and Catholics. Sorry, I should have known that would be over your head.",1
"Actually he is, and he's posted on this thread.   It is a pity that you're unwilling to debate, but endeavour a smear campaign as you did on the Science and Math posts. I would advise you read the above quote before talking again",1
"And here ladies and gentlemen we have the evidence of why I am justified in calling the likes of ""stormboy"" an XXXXX. The guy tries to discuss science when he is so utterly lacking in basic science that he thinks that the earth spins to ""keep[s] the oceans from falling off towards the sun""...   stormboy, there is a thing called gravity: it is what ""keep[s] the oceans from falling off towards the sun"".   Now please go away and get an education, then when you have even the faintest idea of what you are talking about (which you currently do not), come back and attempt to debate. It will be for your own good as you are just making yourself look a prat by staying here.",1
Come back when you learn the difference between climate and weather.,1
You got THAT right!!!!!!!!!!!!!!!!!!,1
"For bringing health care to women without the means ? For providing Pap Smears, Mammograms, and birth control for women without the means ? Providiing pre-natal, and post-natal care ? Oh, heck, let the women die of breast cancer and uterine cancer ! Why not; bash Gays, then you bash the women.",1
Darned Swiss gun laws!,1
"You've gotta love when ignorance lends itself to incredible mistakes like the above statement. ""Excepting"" that there is some magical sky man is precisely what atheists do.   Looks like we have another Einstein who wants to test his opinions with people who actually know what they're talking about.   lpdm, you'd better learn quickly, or I don't think you'll like it here as much as you were hoping.",1
I don't know how this can be true. Thank God that I didn't grow up with my biological father. I'm not really interested in being a jerk.,1
How tolerant. Lets talk about the Spanish Inquisition.,1
"That money will never be paid. ""Doctor"" Hovind (his doctorate is from an unaccredited diploma mill) has phrased his offer in such a way that it is impossible to get it.   Numbers 1-4 have absolutely nothing to do with evolution, but gullable people fall for it. Number 1 is actually impossible to prove.   Hovind probably doesn't even have $250,000. In 1996 he declared bankruptcy, and there's no reason to believe that his financial situation has suddenly improved. He claims that ""a wealthy friend"", whom he refuses to name, has the money. The committee that is supposed to evaluate claims is similarly anonymous, but he has hinted that it's filled exclusively with creationists, who are certainly not unbiased.   Read about Kent Hovind. He really is a worthless piece of scum.",1
And they wonder why the science community doesn't take them seriously...,1
"Color is a function of the wavelength of light. Thus, quantum considerations aside, there are a nigh infinite number of colors. Humans, of course, can only see a subset of those colors, ranging from about 400 to 700 nanometers. In particular, our eyes have cells ""tuned"" to three ranges of wavelengths; blue, red, and green. You could think of those as short, medium, and long wavelengths. By extrapolating from the relativity intensities from the particular cells we can ""figure out"" what wavelength is entering our eyes.   http://www.cambridgeincolour.com/tut...perception.htm   Does this dispell your confusion?   Edit:   And just to address one other point, scientists are well aware of the limitations of the human eye. That's why, when exact determination of color is important, machines that can read precise wavelengths are used, rather than relying on the known to be limited instrument which is the human eye.",1
Apparently you've got one powerful set of rose colored glassed.   I guess you spend a lot of money on those 1-900 psychics too.   Nowhere is it scientifically inaccurate? Are you serious?   Waxy,1
Recall I mentioned your use of hyperbole earlier? its in that sentence as well,1
"Wow! You really have been paying attention to the Democratic smear campaign of the healthcare insurance industry, haven&#8217;t you? Did you also pay attention to their relative profit margins VS those of other industries? It was 2.2% ROI!!! Banks make 10X that much and I don&#8217;t hear your demagoguery directed at them. In fact over 35 other industries make higher profits than health insurance companies.   Try doing some of your own research for a change and stop listening to DNC brainwashing. If they spent ½ of the time that they spend railing against the current healthcare insurance companies on something more pertinent, like shutting off the unlimited money supply to banks, this country would be able to pay for our, and probably Canada&#8217;s, healthcare.",1
So I pray to chance every night before I go to bed?,1
You have to be off for more than 4 days and after that I would get the princely sum of £79.15 per week..hardly worth having.   Unlike teachers I cannot stay at home and get paid when it snows too.,1
Well good at least you are aware there is no reason beyond your opinion of morality against gay marriage. So by all means don't marry a man and the problem is solved.,1
"I think I hear a bell dinging!! Ding! Ding! Let the round begin. Your giving me the invite, and I'm willing to take it.   Now I'm not going to make any comments on your ex, or whatever he is to you. Because I don't know him enough to assume anything about him. But I will make general statements on the effects of gay marriages on children.   I have seen so many documents, on teens the are confused about their sexual orintation, because of living i the house with their gay parents. On girl wondered if she was gay because her mother was with another woman. She felt that was normal behavior. And started to concider being with girls herself. But was confused when she started to like men. She actually thought that liking men was abnormal. Until others told her it is normal to like men.   A boy had almost the same experience, he did not know if he too should like men, because his father did. Often he would fight back desires for females, because he thought he needed to be with men. Not only that by he was ridculed by classmates because of his father being gay.   Alot of children endure harassment because of living in a house made up of parents of the same sex. Just because it did not happen to your son, dose not mean that it dose not happen. And your experience is only a fraction of 1% of the experiences that children go through because of having gay parents. It is impossible to say that it dose not happen. If it dose not happen to a few, then thats fine. But the majority suffers, and that far outweighs the few that don't suffer because of having gay parents.",1
"Cute. And I can come up with about 5,000 to 7,000 examples that do have a bright orange muzzle.",1
"Ok...many many people have been killed in Africa because of the policies of the countries in the EU, South America, Asia, and so on....this hypocrisy annoys me.",1
No surprise there. You would have to invest some thought to define something. Why don't you just consult your Little Golden Dictionary?,1
"You're getting rusty NATO.   It was a college campus. Guns ARE banned where this happened.   Maybe simone can explain yet another instance of a shooting in a ""gun free zone""?   How many of these shootings on ""gun free"" college campuses need to happen before we ever get a comment on how these bans are working so well?   I mean, after an average of once a week, you would think suggesting banning guns would be a laughable suggestion. Yet, after every shooting where guns are completely banned, there seems to be a suggestion that we need stricter gun control. How do you get tighter than 100% forbidden?   Anyone care to state the definition of insanity for posterity?",1
"So now you are saying that the earth doesn't move? I get it. The earth used to be fixed at the center of the universe when those Bible verses were written but God changed it. Now it orbits the sun like the other planets.   Actually, the verse does say that grasshoppers have four legs. There is no mention of jumping legs. You supplied that because it is foolish to claim otherwise. That's what I mean when I say that you reject parts of the Bible that you see as foolish. When you have accepted the evidence that the Bible is in error (4 legs on a grasshopper, sun at center of solar system, rabbits chewing cud, an unmoving earth) you add elements that aren't in the Bible and declare it without error.   You ""interpret"" and then claim that you are reading it literally. Pick one and go with it. You seem to claim that you accept the Bible literally and then add whatever you feel is necessary to make it rational.",1
well that won't help you when you go to hell...Woo hoo,1
Will the Obama administration come for your guns?,1
What a trite statement.,1
--------------------------------------------------------------------------   (Time.),1
"Just trying to help out where I can, and if it proves you right well that makes a first time huh?Sarge its a first!!",1
"So your saying I have no right to disagree unless I can prove and refute evolution and science. Right, you can come back down to earth now. I can disagree with what I want to and no one an explanation, however that wasn't my intent.   [quote]You have the right to defend yourself, but when you resort to comments such as ""get a life"" to socialist, we start (or merely confirm our existing notions) that you no idea what you are talking about when you disagree with science and evolution.[quote/]   Oh you mean this comment from Socialist, ""I am not considering your points anymore, so In a way I am. I just like making fun of them. It's entertaining"".   It's funny how you forgot to include his comment. What scientific answer would you have me give?",1
"They only need 1/4 of the legislature, so they'll probably get that. But if it actually gets to the polls? The conservatives took a big hit when they ran around screaming ""If gays get married society will collapse and we'll all be doomed!!!11!1!!"" and then nothing happened. And of course the most organized group in Mass. opposing gay marriage is the Mass. Catholic church, and people aren't going to take kindly to a bunch of child rapers telling them what's right and wrong. The anti-gay side really doesn't have much to work with; it'll largely be a contest of good will and common sense vs. scare tactics, and the scare tactics have already been proven wrong.",1
"How strange. It seems that Habbit's definition of the word definition is meaningless. Physicists and chemists can define what they mean by the word ""carbon,"" but according to Habbit that is just their opinion. According to Habbit, carbon can be a chocolate candy meant to be eaten in a car. That may be his opinion and he considers it as valid as specific definitions assigned to words used by experts in any given field.",1
/hypothetical mode on.   The State murders an innocent man.   /hypothetical mode off.,1
I think the correct term is Priuseses,1
"So, in summation, your position is that the US should be more like the Europeans? Should we also bathe less frequently? Have poor dental hygeine? Become an ""also ran"" economy? No thanks. I have no desire to mimic Europe.",1
"But in terms of legality and constitutionality, do you believe that they should still be prohibited?   Also, how can god hate? I thought he was true love. Scratch that-- I thought he was unknowable.   Thanks",1
"And in those 150 years, all the evolutionists in the world haven't been able to falsify or debunk the book of Genesis. Of course, in their own deluded minds, they actually believe they have done just that.",1
You jsut don't get it. You act like two wolves and a sheep voting on what to have for lunch. You as a hetero get to go and get married to the person of your choice but I do not. What part of that do you not understand. You say this isn't personal and for you this is true but for me the man I love is nothing but a stranger to me in the eyes of the law. How cruel can you be,1
So what are you trying to do here - smother everyone with bafflegab ?,1
"So that's a problem of “fundamentalism”, and not a problem with the one creating the “parody”? Apparently the creation of parodies for “fundamentalism” is a large part of atheism.",1
"Is there a defined number of posts he could make in the other threads so that you would consider them ""finished""?",1
"Hey, thanks for the quote! Am I published now?",1
Well you never know cause your pro life and for the death penalty.,1
"So what does this have to do with the topic? Alcohol is legal, marijuana isn't, but they both serve the same purpose (getting high), so why should one be illegal and the other not?",1
Wrong. It was Soviet women. The USSR no longer exists. Unless you believe that those godless commies are just playing possum?,1
"Don't even think about contriving how gay marrige violates YOUR RIGHTS assmonkey. That's the most ludicrous, inane statement I have yet heard from the Religious Right.",1
"Not necessarily. When ""life"" begins is irrelevant, because flowers and weeds don't have rights yet they are a life form. The thing that determines rights is intelligence. Not how much or how little, but whether someone has it at all. A spec of dirt has no intelligence. It won't pop up and say ""hey! How ya doin!"" unless you're on crack. We've actually killed intelligent entities for less than the consequences of carrying out an unwanted pregnancy. We hunt, and we go to war. Even though I do not agree with war, I do agree with hunting, and I myself hunt on occasion. However, that is off topic. The point is, carrying out an unwanted pregnancy can have devastating effects, and those next 18 years could hold her back from her life. Its awful how she will have to liver her life. If she gets an abortion, the embryo does not (to quote another opinion) ""mentally exist"". Now, hunting is really only done for recreation, and maybe a good meal. They would've been almost just as well off if they went to the local taco bell. Sure, they'd prefer hunting, but its really only done for fun and exercise. I, myself, value an animal over an embryo at its current stage. The only reason I don't completely think an animal is worth more is because that embryo has a chance of becoming a human. Then again, the animal does mentally exist and has full awareness, and the embryo is really just a sitting cellular watersack with no organs.",1
"Are we talking about the same Obama here? The same one, who's head of the DHS, told law enforcement to be on the lookout for anyone who disagreed with the government?",1
"But don't you see?   They aren't sure.   They don't know.   They didn't ""prove"" anything!!",1
"Wrong again sherlock. All of this animosity is after the fact to why radical islam considers our christian Nation to be hypocritical due to the exporting of our pop culture of hedonistic sexual and moral depravity. That was why they signed fatwas against us originally. It is the abortions, gay marriage and our women walking around half naked that caused that lack of respect to occur. And you can thank the immoral left for that contribution to Americas image. It was the Left that coined the phrase, ""If it feels good, do it,"" Not the Right.",1
Including the universe?,1
"Bingo. Old fossils can be corrupted (contaminated, to be precise) by contacting anything from human skin to pollen in the air. This would add a relatively large amount of carbon to the fossil and would indicate that the fossil is recent.   It's not hard to imagine this happening in the hands of inexperienced scientists... *cough* Creationists *cough*",1
"So...all Christians have some sort of brain damage, trebor? You're not getting any better at this are you?",1
"There are a few slight problems with that theory. First of all the evidence fits perfectly with that book you speak of. If predicts that all creatures came about suddenly and completely formed. This is all we have ever observed. The earliest creatures -according to your theories dating- had incredibly formed eyes etc. and no ancestors among the fossils   It also predicts that animals will produce the same kind of animals , this is all that has ever in the history of the world been observed.   +It predicts the heavens will show a perfect order and can be used for signs and for seasons and for days and for years. That is all that has ever been observed in the history of the world.   It predicts that recorded human history will be less that 10k years. That is what we observe.   It predicts that man has always been intelligent and ancient language and buildings confirm this.   It predicts that billions of fossils will be found in rock laid down by water all over the world, this we have observed.   It predicts there will be pathways in the sea, this is so.   It predicts that the heating of the air will create wind and this is so.   It predicts that the sea is the source of rain and it is so.   It predicted 800 years in advance that the Messiah the King would ride in to erusalem on a donkey to the exact day . That He would be crucified and his side pierced with a spear and cry out My God , My God why has thou forsaken me ?and it was so. It was predicted the ones who crucified him would cast lots for his garments and they did. That three days later He would rise from the dead and He did.   That DNA mutates does not prove anything other that it mutates. It is almost always harrmul or fatal and has never been observed to change one kind of an animal into another.   That the species that adapt to their environment survive and those that don't die is a self evident truth not evidence. About as intellectually stimulating as saying most things who fail to survive die.   Fossils exist. Now that is a brilliant statement. Why not say , water exist , or sand is?   All dating methods are based on circular logic. If the date agrees with the theory it is correct , if not it must be contaminated. It is based on an assumtion of the quantity of some radioactive substance in a material at some time in the past and how much has decayed when compared to the rate of decay gives us a date. Fortunately we already knew the earth was very old or evolution could not have occured. We know how old fossils are because of the rocks they are in and how old the rocks are by the fossils in the rocks. If the 2 are in the wrong place then we know there was an overthrust which is basically a miracle from God which is allowed because evolution needs it.   Life forms in the millions so therefore it must has started out as a random bunch of chemicals that created itself on a planet that created itself and evolved into the millions we see now. Another brilliant deduction. You are on a roll.   Believe our eyes. Oh you must mean all those times you are walking down the beach and trip all over the lobe finned fish coming on shore for the first time. Or the thousands of times we have seen a lizard with half a wing or a beaver giving birth to an armadillo. Yes , seeing is believing.   You present a brilliant argument. How could anyone argue with your brand of logic? That would be senseless.",1
And many of the questions that creationists ask.,1
"Well, the short version is that shortly after the big bang, the universe was filled by a hot quark plasma. As it expanded and cooled, the process of nucleosynthesis produced the primordial elemental abundance, primarily hydrogen, with some deutirium, helium, and lithium. The physics is well understood, and verified by observation. Quantifying uncertainties in primordial nucleosynthesis without Monte Carlo simulations   At roughly a billion years of age, stars and galaxies formed, some fraction of the stars that formed were massive supergiants, that burned up their hydrogen into other elements, up to the atomic number of iron. This occurred at a tremendous rate and in a few more billion years, these stars went supernova and exploded. Prior to going supernova, these stars go through a phase where the outer layers of the star are shed, providing ways to transport the lighter elements away from the star. You can see this in the following link:   Hubble Chemically Analyzes the Ring around Supernova 1987A   The trememdous radiation of the supernova permits the formation of elements with atomic numbers higher than iron. The force of these explosions scattered the newly created elements, creating vast gas and dust clouds. Eventually, the shockwave of another explosion initiated the collapse of one of these clouds, and the spinning hydrogen cloud begins to heat , eventually initiating nuclear fusion, and becoming our sun. As the sun began to increase it's heat output, the volatile remains of the accretion disk are driven away from the inner portion of the solar system, leaving mostly heavy elments. Comets bombarded the inner solar system, transporting water, carbon, and amino acids to the newly forming earth, making dirt.   In short, a truely wonderful creation.",1
The comment of someone with an IQ of about 48.   Ray M.,1
"Gee, Jo, you really should have read your sources. There is one part in here about the French 'navy' and Churchill you really should read",1
"If a woman does not want to be pregnant, she can abstain from sex.   It works!",1
Oh they think they can Doc! They think that we gun owners are the terrorist!   Personally. I think that all of this talk about Gun Control is happening because they are mad. They are MAD that a Black Man! Is in the White House!,1
"*walks in*   *looks at posters*   *notes no fundies have spoken out yet*   Well, it's OBVIOUS that you don't have a discerning spirit and are thinking with your carnal mind. If you'd only have accepted the truth of the undying and never changing word of God, then you'd understand.   You just gottsta believe first.   It's as simple as that.   But, no, you go right on hating God and you'll soon see where that will get you.   BURNING IN HELL!!!   Hahahah, FOOL!   You are soo going to roast. In pain. FOR EVER!   But, that's not my words.   That's Gods!   Me?   I love you.   I love you long time.   Like forever even.   If only you'd accept Jesus into your heart.   Cause if you did.   You'd see no contradictions in what you posted.   Seriously...   Drink the flavoraid.   edit:   Capitalize, size increase, italicize and underline various parts of my post. Color them some and insert random, out of contest bible passages to support my claims.",1
So god is unnatural?,1
And LIVING ones even more... ok Adolph.,1
"I'd rather be ""offed"" than to live with a wild eyed screaming banshee like yourself setting policy and demanding impossible tasks.   Are the police SOB'S too? I don't suppose you would object to the friendly neighborhood rapist getting shot by a gun owning neighbor now would you?",1
"And there we go again. Re-read the bit about dancing around the land mines, if you in fact did read it the first time.",1
"Oh, just come right out and say it, women are subhuman, all they are is wombs.   Come on, let's show the true colors of the pro-fetus movement.",1
"Well, that's because all those things happened during the Age of Law (the god of swift and harsh justice bit), whereas now we're in the Age of Grace (the god is all-forgiving bit), so . . . . er . . . hang on a minute.",1
"Well, both traffic in waste material. Many traps are present in each for them to function properly. And don't forget where biological evolution and plumbing both lead you--into a cesspool.",1
"You're right it'll be fighting the war in Iraq. )Nah, really it'll be from social security, etc etc.",1
And I wasn't asked if I wanted my federal tax dollars to go towards hetero benefits and to support their walking sperm.,1
"So SS. Please explain it all to me. Please show that you are not conclusion jumping and making unwarranted extrapolation based on poor understanding of the material. In other words, show me that you understand by explaining the research to me.   Thanks.",1
"Stop telling me to look at the big picture when you've had both of your eyes gouged out!   Your entire statement here is beyond stupid. If the criminals felt that the only time to be armed was when their intended victims could fight back, then the criminals in DC would never be armed and the police wouldn't have needed to introduce gun shot sensors in the city. But since DC was the murder capital of the United States, that says an absence of hard targets isn't a guarantee that the abusers will play fair and not use weapons.",1
You could learn a lot from this quote.,1
"Because all scientists hate god, this is a fact.",1
Your god is also the god of deceit. Why else would he erase all evidence of such a flood? Why erase the bones from the animals that must have died as the emigrated from the arks resting place? Answer those two and I'll have lots more,1
"Well is this serious science or is this ring-around-the-rosie on Sesame Street?   Am I just supposed to play make-believe and/or use my imagination? I can do that -- for instance, when I play with my kids, I'm real good at playing the role of ""Ken"" when we imagine that ""Barbie goes to the beach"" Surely the fossil record shows gradualism or not.   I bought a book a while back at a half-price bookstore from Niles Eldredge. He says the following about gradualism:   ----------------------------------------   Change in this manner (gradualism) is just not found in the fossil record. pg. 48   Darwin invented the myth that species were not real to convince the world of the nonmyth that evolution had occured. pg. 52   Darwin's prediction that long-term evolutionary change should produce a systematic pattern of gradual, progressive change in the fossil record was faulty. pg. 53   As we have seen in the previous chapter, the usual conception casts evolution as a gradual, steady process of adaptive change. And we have already seen that the fossil record conflicts with that view. pg. 57   We're faced more with a great leap of faith -- that gradual, progressive, adaptive change underlies the general pattern of evolutionary change we see in the rocks -- than any hard evidence. pg. 57   ------------------------------------   I guess I would consider myself more of a PE guy than a gradualist simply because of what the fossils indicate. It seems to me that instead of evolving gradually that animals evolve quickly -- like the spiders on my shed. (do you find it odd that they emerged yellow in the spring?)   It seems butterflies have this same ability.....Evolution sure is amazing!   For instance, Monteiro said, the darker wing patterns that show up in butterflies that emerge in the spring serve to warm up the butterfly faster, whereas butterflies that emerge in the summer have lighter colors.   ""Also, many butterflies that emerge in the wet season in the tropics have large, conspicuous marks on their wings that deflect the attacks of predators while the butterflies are actively finding mates and laying eggs, while the dry-season cohorts are very cryptic, trying to blend in with their environment and not attract any attention from predators until the rains arrive again,"" she said   http://unisci.com/stories/20021/0313021.htm",1
Well Im not hunting animals,1
"Oh they are? Thats strange... I could not find where exactly they stand on any of thier numerous websites, just more restrictions... And the old HCI was not ""moderate""",1
"You see, that's the problem: ""generally"". You obviously know little or nothing of how prejudice works in this country.",1
So you don't believe that life had an origin! WOW so you think its always been present on the Earth? Not even the bible goes that far! And you fail to account for the observation that there IS life.,1
"Talking about traitors, brady you are IT. Meanwhile on the other board you started previous to cutting and running like the coward you obviously are, Bryan posted a challenge to you. If you choose to accept the challenge which I have money that you do not accept, (so don't dissapoint me), be sure to read his guidelines so you will not make strawman arguments and red herring arguments. I am betting you cannot carry on a sustained debate without falling flat on your face",1
"So what is the bible then? Simply a nice story-book for you to read from?   If Genesis is simply a representative story from which we can interpret the actions of god to mean natural selection and evolution, what about the ten commandments?   It always amazes me to hear people with positions like this insist that it is okay to play fast and loose with their interpretations of Genesis or the Arc, but God really does hate the homosexuals. It says so in Leveticus, right? So it must be word perfect truth...   This bit about the origins of the earth? Oh, we just interpret that as god designing evolution. But that part about people burning in hell for eternity, that's true, right?",1
"Yeah, I should, then we could have a more intelligent converstation   You understand that in the Plaxico Burris case, the ""authorities"" did just exactly that, found ammo of a different caliber and assumed he had those guns too. Article today on that at RKBA.   Of course, you would probably be more interested in this:   Texas jury jails man 35 years for marijuana possession | Raw Story At first I thought maybe you had come to see old Doc and got waylaid on the way. Nice to see you posting whatever!",1
"Sinjin, we aren't talking about the 17th and 18th centuries.",1
"Biblical literism is the only way to view the Bible. I could 'metaphorically' say that Dawkins really believes in God in his own way, because he said that ID is possible for this planet because aliens may have seeded the first self replicating molecule here Millions of years ago.   That is silliness or even foolishness. Nothing taken literally from the Bible is irrational. God is rational and His creation is rational.   In fact, the ""Scientific Method"" originated from the idea that the Physical Universe operates on rational physical laws because the Creator did it in logical fashion.   What did we have b4 that? ""Dragons eating the moon during an eclipse'? Angry gods causing volcanoes to erupt? Apollo racing his fiery chariot across the sky every day?",1
"So, in order to be against gay marriage, a person has to be faithful in his own marriage? Gimme a break. He supports what his constituents want him to support or he doesn't get elected. In case you haven't noticed, the majority of Americans are against gay marriage.",1
"Well maybe that will teach him to get a education for once. Still, my analogy is quite true.   Furthermore both words are meant by creationists to argue evolution is faith. Dishonest, but that is essentialy the mantra of creationism.   ""Lie, cheat, steal and fabricate to get people to be believe.""",1
"I think it is hilarious that you still think that in order to do a detailed study of evolution, you have to read 10 different books on it and take brainwashing classes from a university. Maybe you just like making yourself feel superior to me...who knows...",1
"You are SO insulting.   ""Oh, the poor dears have been through too much and are considering an action I disagree with so they must not be thinking clearly.""   Who are you to say they aren't thinking clearly? I'll give it to you, Bassman. You are the most polite, best veiled misogynist I have ever encountered. You nearly had me fooled.",1
"Chalk it up to the fact that -- although not all the time -- a good part of the time, the same people are pretty anti-anything education. We shouldn't expect them to argue positions that make sense.",1
"yes, we will send you to the camps and all of us will gather in our black robes and dance around a fire while we make you dig ditches.",1
"Well, then, I guess that in America we can't possibly be safe from kill-happy gunners can we?",1
"Blah, blah, blah.   Stop throwing out discredited and biased stories. Explain in your own terms, exactly how having a gun makes you more likely to be shot. Explain the mechanics of how this works. Go on and try, make some sense rather than cherry picking poorly executed ""studies"" that prove nothing.   You made the claim that if you have a gun in your possession, this fact magnifies your chances of somehow being shot. What you suggest can only happen if magic somehow exists, like the legally-owned guns sends out powerful magnetic waves to attract the criminals and hypnotizes them to shoot in a situation that they normally wouldn't shoot.",1
"Oh yeah right, like sociopaths who are bent on killing and slaughtering everyone around them, can be fixed with something as stupid as school counseling.",1
And you say juleacatz is the one who views pregnancy as a punishment for women.,1
"Really? Then why did you start off your little rant by admitting that ""...microevolution cannot be reasonably disputed."" Evolution has been observed, and that is a fact. Speciation in both plants and animals has been observed, and that is a fact. Apparently you don't know what a theory is. Might it not be wise to learn just a little about science before you make yourself look so foolish? Theories explain facts.",1
"Well then who do I have to call? I'd like to report Brady for being in possession of 13,000 rounds of restricted armor piercing ammunition and 100 guns, most of which have been illegally modified for full-auto firing capabilities, as well as an uncounted number of IEDs.   The link doesn't work, BTW.",1
"What quaint illogic. Only people who marry can get divorced, so a reduction in people marrying has no effect on rising divorce rates. If anything, a rising divorce rate among fewer marriages points to an even higher divorce rate than ""normal"".",1
"Since I don't believe believe that everything had a common ancestor , a rock , I consider all ancient reptiles dinosaurs. If that is incorrect in your book so be it. We are not debating the definition of dinosaurs.",1
